0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.9999409914016724,1.0,0.9992883337929678,0.5413114636459234,0.99,0.9996755123138428,1.0,1.0,0.6781496969741806,0.83,0.2931203842163086,0.6,0.3891719357113843,0.6869174221053687,0.46,0.9992130994796753,0.8,0.8571451839827846,0.6170093250755594,1.0,0.7288803458213806,1.0,0.29614104795124285,0.5235249696690749,0.56,0.9990065693855286,0.8,0.689969122827323,0.5364009620313019,0.59
0.998360812664032,1.0,0.9922098885008932,0.8885988290719047,0.85,0.9999275207519531,1.0,0.9999793507641755,0.46410807302302537,0.69,0.8529975414276123,1.0,0.6417747697095437,0.6269118813975201,0.75,0.9998424053192139,0.4,0.9905525445745827,0.5935095822380451,1.0,0.9999665021896362,1.0,0.9999999999996352,0.5601643254935652,0.75,0.9997918009757996,0.8,0.9993805687725932,0.5959064990529397,0.76
0.11719067394733429,0.2,0.38814695631812884,0.28847622795690975,0.34,0.9890943169593811,1.0,0.001266714792429121,0.5577685477896618,0.43,0.6823629140853882,0.6,0.5502960564272396,0.6898392585823881,0.66,0.7961098551750183,0.4,0.1902847076625387,0.2730883586799076,0.56,0.8401193618774414,1.0,0.6595725703401563,0.4635515344706368,0.46,0.15538455545902252,0.6,0.2334206375380019,0.4044059873846582,0.4
0.9999852180480957,1.0,0.999996995861815,0.15273759071093773,1.0,0.9989782571792603,1.0,1.0,0.03410749130293646,0.93,0.7524639964103699,0.6,0.9958387285564394,0.8157568280398073,0.67,0.9999338388442993,1.0,0.9695207082711017,0.6209635939746477,1.0,0.9975554347038269,1.0,0.9979142998505889,0.5450336319025245,0.66,0.9999516010284424,1.0,0.15555705577101187,0.5342743282443779,0.69
0.9993621706962585,0.8,0.9293977332227198,0.9313224938136628,0.76,0.7209292650222778,0.2,3.868167851690736e-07,0.8281928673907769,0.63,0.7436084747314453,1.0,0.9976983938842886,0.4870124566148546,0.57,0.9977327585220337,1.0,0.9904403510694898,0.75994554530032,0.75,0.9994121789932251,1.0,0.9999995192734479,0.5458549589342515,0.74,0.995704710483551,1.0,0.8985811382959887,0.4810361601740163,0.68
0.9996894598007202,1.0,0.9998436645840957,0.9106103133778883,0.91,0.999582827091217,1.0,1.0,0.4135488004648827,0.84,0.6523746848106384,1.0,0.9999612607950077,0.6167966718327527,0.69,0.9998472929000854,1.0,0.9804644995598207,0.7868022053095775,1.0,0.9999245405197144,1.0,0.9995612075265422,0.5547968587522408,0.67,0.9869549870491028,1.0,0.6240422584446293,0.5698318898031653,0.61
0.9953832030296326,1.0,0.8461803162974606,0.9220080342970789,0.73,0.3556825816631317,0.2,0.9999336777412017,0.7564518020618342,0.39,0.915585994720459,1.0,0.5825843676900333,0.7137488372816171,0.72,0.8424604535102844,1.0,0.6465726585557475,0.7421606228170907,0.51,0.9800048470497131,1.0,0.970588532401125,0.5462974744816392,0.64,0.9512616991996765,1.0,0.769989107759577,0.5041812045281543,0.61
0.9999508857727051,1.0,0.9986939309644833,0.10058534045903578,0.98,0.9954690933227539,1.0,1.0,0.2985596526895229,0.86,0.8041220903396606,1.0,0.7171032738112724,0.7370509671777087,0.59,0.9998936653137207,1.0,0.9928123042805427,0.6283979835586376,1.0,0.9075345993041992,1.0,0.6886292325612202,0.5173619007879318,0.64,0.9768178462982178,1.0,0.17377592981345957,0.47496240473487783,0.65
0.9999055862426758,1.0,0.9999999740408319,0.8667485481057474,0.96,0.9985608458518982,1.0,1.0,0.7449747708774326,0.9,0.48730355501174927,0.2,0.12204755608125355,0.535853282282311,0.43,0.9998468160629272,0.4,0.9999999078903434,0.509857042453238,1.0,0.9999130964279175,1.0,0.028919515083162973,0.538756115302469,0.73,0.9768708944320679,0.6,0.9476274686923774,0.6841422106494289,0.87
0.6826665997505188,0.6,0.250090724914626,0.4437712740826992,0.48,0.2378218173980713,0.6,0.9999237747052033,0.2971834991141876,0.45,0.7456518411636353,1.0,0.9969787327746781,0.8484467285032011,0.63,0.9940239787101746,0.6,0.7552956501875034,0.4504407502442468,0.79,0.8659727573394775,1.0,0.9539132435228158,0.4910002115738646,0.48,0.5208508968353271,0.8,0.7874835870128417,0.4692077055251618,0.47
